,old_index,Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Website,Known_For2,Known_For22
881,1483,Momo Queen,"Momos, Tibetan, Chinese",500," Vasant Kunj, New Delhi",4.0,371,https://www.zomato.com/ncr/momo-queen-vasant-kunj-new-delhi,"Vada Sambar, Mysore Masala Dosa, Sambhar, Dosa, Chowmein","Pocket Friendly, Comfort Food, Prompt Service, Polite Staff, Reasonable Prices, Menu"
882,1484,Muttu South Indian Anna,"South Indian, Chinese",300," Lajpat Nagar 4, New Delhi",4.0,216,https://www.zomato.com/ncr/muttu-south-indian-anna-lajpat-nagar-4-new-delhi,"Milk Pudding, Coconut Shake, Milkcake, Molten Cake, Sweet Lime, Craft Beer","Good Bartenders, Live Sports Screening, Live Entertainment, Exceptional Service, Superb Food, Fancy Crowd"
883,1485,Inferno Brewpub,"North Indian, Chinese, Continental, Italian",1800," Sector 29, Gurgaon",4.0,305,https://www.zomato.com/ncr/inferno-brewpub-sector-29,"Masala Chaap Roll, Panneer Butter Masala, Panner Tikka, Veg Fried Rice, Chilli Potatoes, Hakka Noodles","Good for Large Groups, Relaxed Atmosphere, Comfortable Seating Area, Family Place, Family Crowd, Student Crowd"
884,1488,Patiala Shahi,"North Indian, Mughlai",650," Rohini, New Delhi",4.0,465,https://www.zomato.com/ncr/patiala-shahi-rohini-new-delhi,"Rainbow Roll, Poke Bowl, Spicy Salmon, Asparagus Tempura, Sushi, Dimsums","Polite Staff, Good Place, Delicious Food, Quantity, Service"
885,1492,La Brezza - Jaypee Greens Golf & Spa Resort,Italian,3000," Jaypee Greens Golf & Spa Resort, Surajpur, Greater Noida",4.0,129,https://www.zomato.com/ncr/la-brezza-jaypee-greens-golf-spa-resort-jaypee-greens,"Creamy Tomato Soup, Sweet Corn Soup, Honey Chilli Potatoes, Sizzler, Hakka Noodles, Malai Kofta","Ample Seating Area, Live Music, Fast Delivery, Cute Packaging, Good Quality Food, Seating Arrangement"
886,1493,Ashirwad Restaurant,"North Indian, South Indian, Chinese, Beverages",700," Sector 16, Faridabad",4.0,474,https://www.zomato.com/ncr/ashirwad-restaurant-sector-16-faridabad,"Afghan Chicken, Panneer Butter Masala, Noodle, Butter Roti, Hakka Noodles, Kadhai Paneer","Themed Decor, Comfortable Seating Area, Family Place, Fancy Crowd, Delivery Time, Great Ambience"
887,1497,The Royale,"North Indian, Continental, Chinese",1400," Hajipur, Noida",4.0,154,https://www.zomato.com/ncr/the-royale-hajipur,"Kadai Paneer, Paneer Butter Masala, Thali, Shahi Paneer, Chicken Biryani, Chaap","Best Food, Awesome Food, Good Taste, Great Taste, Packing, Good Service"
888,1498,Malhotra's Zayeeka,"North Indian, Mughlai, Chinese, Momos, Rolls",500," Moti Nagar, New Delhi",4.0,323,https://www.zomato.com/ncr/malhotras-zayeeka-moti-nagar-new-delhi,"Malai Momo, Paneer Naan, Manchurian Dry, Veg Fried Rice, Tomato Soup, Tandoori Momos","Chirpy Crowd, Elegantly Decorated, Casual Seating Area, Inexpensive, Great Recommendations, Tasty Food"
889,1500,Tau's Cafe & Lassi Bar,"North Indian, Fast Food, Rolls, Chinese, Beverages",450," Ansal Plaza Mall, Palam Vihar, Gurgaon",4.0,518,https://www.zomato.com/ncr/taus-cafe-lassi-bar-palam-vihar,"Nutella Pie, Potato Twister, Choco Mud, Cupcakes, Pastries, Shakes","Totally Worth it, Prices, Staff, Ambience, Good Quality, Food"
890,1505,Twist of Italy,"Italian, Fast Food, Beverages",350," Sector 37, Faridabad",4.0,244,https://www.zomato.com/ncr/twist-of-italy-sector-37-faridabad,"Rajasthani Thali, Churma, Masala Tea, Jalebi, Dal, Rice","Food was Awesome, Cozy Ambiance, Wonderful Place, Authentic Taste, Hospitality, Tasty"
891,1507,Namcha,"Naga, Nepalese, Tibetan",500," Vasant Kunj, New Delhi",4.0,87,https://www.zomato.com/ncr/namcha-vasant-kunj-new-delhi,"Pesto Fuel, Chicken Double Decker, Beetroot Hummus, Whole Wheat Wrap, Smoothies, Juices","Healthy Options, Great Concept, Good Menu, Healthy Food, Great Recommendations, Tasty"
892,1508,Nutritious Nation,"Healthy Food, Sandwich, Burger, Continental",500," Greater Kailash 2 (GK2), New Delhi",4.0,651,https://www.zomato.com/ncr/nutritious-nation-greater-kailash-gk-2-new-delhi,"Bedmi Poori, Bread Pakora, Jalebi, Lassi, Kachori, Panneer Butter Masala","Pocket Friendly, Street Food, Breakfast, Awesome Place, Reasonable Prices, Preparation"
893,1509,Gopal Foods,"North Indian, Chinese",350," Kamla Nagar, New Delhi",4.0,509,https://www.zomato.com/ncr/gopal-foods-kamla-nagar-new-delhi,"Mozzarella Cheese Sticks, Chicken Strips, Burgers, White Sauce Pasta, Pizzas, Sauce","Casual Seating Area, Prompt Service, Concept, Best Place, Great Food, Good Place"
894,1511,Baked Pizza & Co.,"Pizza, Italian, Beverages, Pasta",700," Greater Kailash 1 (GK1), New Delhi",4.0,177,https://www.zomato.com/ncr/baked-pizza-co-greater-kailash-gk-1-new-delhi,"Soya Chaap Roll, Wraps, Chicken Roll, Paneer Roll, Tandoori Momos, Rolls","Good Place, Nice Place, Quantity, Prices, Service, Food"
895,1513,Kathi Junction,"Rolls, North Indian, Biryani, Beverages",500," MSX Mall, Jaypee Greens, Greater Noida, Greater Noida",4.0,302,https://www.zomato.com/ncr/kathi-junction-jaypee-greens,"Nutella Crunch, Brownie Waffle, Corn Sandwich, Nutella Waffle, Cheesy Fries, Waffles","Totally Worth it, Good Taste, Great Taste, Best Place, Packing, Good Service"
896,1514,The Waffle House,"Desserts, Fast Food",600," Raj Nagar, Ghaziabad",4.0,252,https://www.zomato.com/ncr/the-waffle-house-raj-nagar-ghaziabad,"Coffee Hazelnut, Fried Cheese, Choco Brownie, Peri Fries, Chicken Popcorn, Cappuccino","Efficient Service, Cozy Place, Family Crowd, Environment, Student Crowd, Awesome Food"
897,1515,Cafe NYC Queens,"Beverages, Coffee, Continental",500," Kalkaji, New Delhi",4.0,236,https://www.zomato.com/ncr/cafe-nyc-queens-kalkaji-new-delhi,"Dragon Rolls, Momos Platter, Noodle, Chilli Paneer, Spring Rolls, Chilli Chicken","Chinese, Hygiene, Good Taste, Flavour, Portion, Quantity"
898,1518,Swastik Pure Veg,"North Indian, Chinese",500," Sector 23, Dwarka, New Delhi",4.0,120,https://www.zomato.com/ncr/swastik-pure-veg-sector-23-dwarka-new-delhi,"Continental, Italian, Fast Food, North Indian, Beverages, Coffee","North Indian, Continental, Mexican, Italian, Chinese"
899,1519,Cannoli Royale,"Bakery, Fast Food, Desserts",500," Paschim Vihar, New Delhi",4.0,93,https://www.zomato.com/ncr/cannoli-royale-1-paschim-vihar-new-delhi,"Kathi Rolls, Egg Roll, Paneer Roll, Tandoori Momos, Burgers","Tandoori, Hygiene, Best Place, Flavour, Food Quality, Packing"
900,1520,Nazim's Kathi Roll,"Rolls, Burger, Momos, North Indian",450," Sector 14, Gurgaon",4.0,478,https://www.zomato.com/ncr/nazims-kathi-roll-sector-14,"Noodle, Chilli Potatoes, Chicken Momos, Spring Roll, Chinese Food","Cute Little Place, Behavior, Great Recommendations, Best Service, Food Quantity, Owner"
901,1521,China Chowk,"Chinese, Fast Food, Momos",350," West Patel Nagar, New Delhi",4.0,475,https://www.zomato.com/ncr/china-chowk-west-patel-nagar-new-delhi,"Amchi Vada Pav, Meerut Shikanji, Anda Bun, Kutchi Dabeli, Samosa Pav, Thepla","Nice Location, Street Food, Concept, Environment, Quick Service, Good Ambience"
902,1522,Nukkadwala,"Fast Food, Street Food, Beverages",400," Sohna Road, Gurgaon",4.0,454,https://www.zomato.com/ncr/nukkadwala-sohna-road,"Chicken Hydrabadi Biryani, Chicken Korma, Rumali Roti, Tandoori Roti","Unlimited Refills, Fantastic Decoration, Pocket Friendly, Comfort Food, Cute Little Place, Contactless Delivery"
903,1524,Shish Shawarma,"Arabian, Fast Food, Pizza, Beverages",400," Community Centre, New Friends Colony, New Delhi",4.0,244,https://www.zomato.com/ncr/shish-shawarma-new-friends-colony-new-delhi,"Brain Masala, Tawa Chicken, Mutton, Butter Chicken, Breads, Dal Makhani","Portion Size, Awesome Food, Owner, Hospitality, Great Service, Great Food"
904,1526,Red Mango,Cafe,600," Ambience Mall, Vasant Kunj, New Delhi",4.0,330,https://www.zomato.com/ncr/red-mango-vasant-kunj-new-delhi,"Pancakes, Waffle, Wraps, Oreo Shake, Sandwiches, Burgers","Intimate Seating, Fancy Crowd, Cafe, Quality Food, Food Presentation, Student Crowd"
905,1527,Max's Cafe,"Burger, Rolls, Pizza, Sandwich, Wraps, Fast Food, Beverages, Desserts",500," Alpha 2, Greater Noida",4.0,235,https://www.zomato.com/ncr/maxs-cafe-alpha-2-greater-noida,"Nutella Brownie Waffles, Ferrero Rocher Waffle, Nutella Pancake, Red Velvet Waffle, Belgium Chocolate, Chocolate Waffle","Totally Worth it, Quick Service Restaurant, Seating Arrangements, Preparation, Decor, Cafe"
906,1528,Waffle Fever Cafe,"Fast Food, Desserts",400," Sector 14, Gurgaon",4.0,209,https://www.zomato.com/ncr/waffle-fever-cafe-sector-14,"Chocolate Truffle Cake, Tiramisu, Pastries, Cakes, Coffee, Snacks","Hospitality, Chef, Perfect Place, Flavour, Great Place, Presentation"
907,1529,TADO - The Artisan Deli and Oven,Cafe,1000," Vivanta by Taj, Suraj Kund, Faridabad",4.0,165,https://www.zomato.com/ncr/tado-the-artisan-deli-and-oven-suraj-kund-faridabad,"Chicken Overload Pizza, Veg Alfredo Pasta, Peri Peri Pizza, Cheesecake, Pizzas, Nachos","Variety of Pizza, Weekend Brunch, Tamper Proof Packaging, Best Quality, Good Wifi, Perfect Presentation"
908,1530,Rayna's Cafe,"Cafe, Fast Food, Pizza, Italian, Desserts, Beverages",600," Safdarjung, New Delhi",4.0,131,https://www.zomato.com/ncr/raynas-cafe-safdarjung-new-delhi,"Bubble Gum Ice Cream, Mississippi Mud, Banana Split, Belgian Chocolate, Chocolate Fudge, Sundae","Bank for the Buck, Totally Worth it, Table Service, Packed on Weekends, Nice Service, Excellent Service"
909,1532,Mag 'n' Cheese,Fast Food,350," Kamla Nagar, New Delhi",4.0,245,https://www.zomato.com/ncr/mag-n-cheese-kamla-nagar-new-delhi,"Kesar Kulfi Faluda, Chocolate Fudge, Ice Creams, Dessert","Totally Worth it, Pretty Decor, Table Service, Food Presentation, Best Place, Great Portions"
910,1537,Mr.Singh  Pishori Chicken Corner,North Indian,300," Sector 49, Gurgaon",4.0,90,https://www.zomato.com/ncr/mrsingh-pishori-chicken-corner-sector-49,"Egg Kathi Roll, Chicken Shawarama, Panneer Butter Masala, Afghani Chicken, Kadai Paneer, Chowmein","Casual Seating Area, Inexpensive, Pocket Friendly, Good Crowd, Prompt Service, Great Ambiance"
911,1538,Anand Curry Delite,"North Indian, Mughlai, Chinese, Fast Food, Momos, Rolls",600," PVR Anupam Complex, Saket, New Delhi",4.0,395,https://www.zomato.com/ncr/anand-curry-delite-saket-new-delhi,"Spice Chicken, Vegetable Spring Rolls, Thai Green Curry, Chicken Spring Roll, Chicken Hakka Noodles, Pan Fried Noodles","Perfect Packaging, Packed on Weekends, Chinese, Authentic Taste, Food Quantity, Amazing Taste"
912,1539,Street Monk - Gourmet Pan Asian,"Chinese, Asian",700," Sector 30, Gurgaon",4.0,558,https://www.zomato.com/ncr/street-monk-gourmet-pan-asian-sector-30,"Capsicum Pizza, Stuffed Garlic Bread, Veg Pizza, Pizzas, Corn, Mushroom","Tasty Stuff, Pocket Friendly, Good Portions, Comfort Food, Prompt Service, Polite Staff"
913,1540,The Red Pepper,Pizza,500," Vasundhara, Ghaziabad",4.0,454,https://www.zomato.com/ncr/the-red-pepper-vasundhara-ghaziabad,"Punjabi Tadka Maggi, Brownie Waffle, Chocolate Waffle, Waffles, Pancake, Peri Peri Fries","Coffee Date, Outdoor Seating, Amazing Taste, Perfect Place, Best Place, Ambiance"
914,1541,#Waffles,"Desserts, Ice Cream, Fast Food, Beverages",400," Geeta Colony, New Delhi",4.0,321,https://www.zomato.com/ncr/waffles-geeta-colony-new-delhi,"Achari Chaap, Chilly Potato, Mojito, Malai Chaap, Hakka Noodles, White Sauce Pasta","Cordial Staff, Amazing Ambience, Nice Food, Awesome Place, Good Quantity, Awesome Food"
915,1543,Vaishno Snacks Corner,North Indian,350," IP Extension, New Delhi",4.0,277,https://www.zomato.com/ncr/vaishno-snacks-corner-ip-extension-new-delhi,"Chilli Garlic Bread, Choco Lava, Pizzas, White Sauce Pasta, Burgers","Good Staff, Great Recommendations, Great Ambiance, Polite Staff, Great Taste, Tasty"
916,1545,Northern Delights,"North Indian, Mughlai, Chinese, Rolls",900," Indirapuram, Ghaziabad",4.0,297,https://www.zomato.com/ncr/northern-delights-indirapuram-ghaziabad,"Egg Sandwich, Dessert Counter, Shakes, Burgers, Fries, Snacks","Affordable Food, Good Quality Food, Spill Proof Packaging, Owner, Prices, Music"
917,1546,Cafe 31,"Street Food, Fast Food, Sandwich, Burger, Italian, Pizza, Desserts, Beverages",500," Sector 31, Gurgaon",4.0,234,https://www.zomato.com/ncr/cafe--sector-31,"Thick Shake, Waffles, Brownie, Sandwiches, Cakes, Burger","Music, Ambiance, Good Place, Good Food, Staff, Prices"
918,1549,Spice Punch Bistro,"North Indian, Chinese, Fast Food, Momos, Beverages",500," Rohini, New Delhi",4.0,257,https://www.zomato.com/ncr/spice-punch-bistro-1-rohini-new-delhi,"Malai Chaap, Tandoori Roti, Kadhai Paneer, Butter Naan, Rolls, Butter Chicken","Reasonable Prices, Awesome Food, Great Taste, Main Course, Good Food, Quantity"
919,1551,Punjabi Zaika,"North Indian, Chinese, Mughlai",400," Sector 23, Faridabad",4.0,248,https://www.zomato.com/ncr/punjabi-zaika-sector-23-faridabad,"Shawarma Rolls, Hummus, Grilled Chicken, Sweets, Meat, Roll","Cozy Place, Owner, Best Place, Flavour, Price, Good Food"
920,1552,Middle East Cuisine,Middle Eastern,700," Sector 29, Gurgaon",4.0,150,https://www.zomato.com/ncr/middle-east-cuisine-sector-29,"Galawati Kebab, Seekh Kebab Roll, Masala Chaap, Dum Biryani, Paneer Roll, Butter Chicken","Portion Size, Reasonable Prices, Awesome Place, Amazing Place, Good Taste, Amazing Food"
921,1556,The Desserts Factory,"Bakery, Desserts, Beverages",450," Qutab Plaza, DLF Phase 1, Gurgaon",4.0,152,https://www.zomato.com/ncr/the-desserts-factory-dlf-phase-1,"Paneer Lababdar, Chinese Food, Chaap, Cheesecake, Curry, Momos","Online Delivery, Customizable Dishes, Good Options, Weekend Brunch, Family Crowd, Outdoor Seating"
922,1557,Curry Ok,"North Indian, Chinese, Mughlai, Beverages",600," Vikaspuri, New Delhi",4.0,193,https://www.zomato.com/ncr/curry-ok-vikaspuri-new-delhi,"Paneer Kofta Curry, Grilled Chicken Pizza, Kathi Rolls, Kheer, Dosa","Variety of Pasta, Healthy Food, Contactless Delivery, Extensive Menu, Portions, Hygiene"
923,1559,Brain Freezers,"Desserts, Ice Cream, Beverages, North Indian, Italian, Fast Food, Street Food",350," NIT, Faridabad",4.0,194,https://www.zomato.com/ncr/brain-freezers-nit-faridabad,"Lachcha Paratha, Paneer Makhani, Parathas, Chutney, Dal Makhni","Theme, Vibe, Combo, Decor, Food Presentation, Timely Service"
924,1563,Khushboo Vaishno Dhaba,North Indian,200," Model Town 3, New Delhi",4.0,510,https://www.zomato.com/ncr/khushboo-vaishno-dhaba-model-town-3,"Kurkure Momo, Mixed Sauce Pasta, Noodle, Spring Rolls, Sandwich, Momos","Great Recommendations, Worth the Money, Packing, Food Quality, Quantity, Delicious Food"
925,1565,InstaDozza,South Indian,300," DLF Phase 3, Gurgaon",4.0,322,https://www.zomato.com/ncr/instadozza-dlf-phase-3,"Brownie Nutella Waffles, Kitkat Waffle, Kit Kat Shake, Shake","Totally Worth it, Pocket Friendly, Young Crowd, Presentation, Best Place, Price"
926,1566,Moffle Waffle,"Desserts, Fast Food, Beverages",400," Jail Road, New Delhi",4.0,268,https://www.zomato.com/ncr/moffle-waffle-2-jail-road-new-delhi,"Chicken Spring Roll, Chicken Momo, Hakka Noodles, Manchurian, Honey Chilli Potato, Chilli Chicken","Great Ambiance, Polite Staff, Packing, Presentation, Quantity, Prices"
927,1567,Chinese King,"Chinese, Momos",650," Karol Bagh, New Delhi",4.0,290,https://www.zomato.com/ncr/chinese-king-karol-bagh-new-delhi,"Paneer Tikka Pizza, Veg Burger, Wrap, White Sauce Pasta, Chicken Burger, Sandwich","Pocket Friendly, Low Price, Quick Delivery, Prompt Service, Polite Staff, Combo"
928,1568,Grill Inn,"Fast Food, Sandwich, Burmese, Pizza, Italian, Wraps",400," Janakpuri, New Delhi",4.0,286,https://www.zomato.com/ncr/grill-inn-janakpuri-new-delhi,"Veg Roll, Chicken Fried Rice, Paneer Roll, Chicken Roll, Rolls, Noodles","Nice Packaging, Fast Delivery, Healthy Food, Good Quality Food, Packing, Great Taste"
929,1569,Banjarabites,"Rolls, North Indian, Chinese, Beverages",500," Beta 1, Greater Noida",4.0,228,https://www.zomato.com/ncr/banjarabites-beta-1-greater-noida,"Veg Sandwich, Deluxe Thali, Panneer Butter Masala, Kadhai Paneer, Shahi Paneer, Tandoori Chicken","Friendly Service, Reasonable Prices, Main Course, Amazing Food, Quality Food, Amazing Place"
930,1570,Rotees n More,"North Indian, Chinese, Rolls, Momos, Mughlai",500," Jaipuria Plaza, Sector 26, Noida, Noida",4.0,303,https://www.zomato.com/ncr/rotees-n-more-sector-45-noida,"Veg Fried Rice, Veg Spring Rolls, Noodle, Chilli Potato","Economical, Casual Seating Area, Mouth Watering Food, Polite Staff, Good Quantity, Great Taste"
931,1571,Mirch Masala Fast Food,"Chinese, Fast Food",400," Gaur City 1, Greater Noida",4.0,211,https://www.zomato.com/ncr/mirch-masala-fast-food-gaur-city-1,"Butter Chaap, Pan Fried Momos, Chicken Momo, Chicken Rara, Panner Tikka, Butter Roti","Low Price, Pocket Friendly, Prompt Service, Good Quantity, Polite Staff, Combo"
932,1575,JD's Peezza,"Pizza, Fast Food, Beverages, Burger, Sandwich",450," Indirapuram, Ghaziabad",4.0,204,https://www.zomato.com/ncr/jds-peezza-2-indirapuram-ghaziabad,"Chicken Supreme Burger, Chicken Tenders, Wraps, Burgers, Shake, Fries","Great Hangout Place, Great Customer Service, Clean Place, Peaceful Place, Perfect Ambience, Lovely Place"
933,1576,Burger Stori,"Burger, Fast Food",450," Sector 43, Gurgaon",4.0,314,https://www.zomato.com/ncr/burger-stori-sector-43,"Panneer Butter Masala, Chilli Potatoes, Kadhai Paneer, Butter Chicken, Dal Makhani, Sauce","Good for Large Groups, Quick Delivery, Perfect Place, Packing, Tasty Food, Delicious Food"
934,1577,The Food Arena,"North Indian, Chinese, Fast Food, Rolls",500," Indirapuram, Ghaziabad",4.0,225,https://www.zomato.com/ncr/the-food-arena-indirapuram-ghaziabad,"Peri Fries, Mixed Sauce Pasta, Juices, Maggi, Oreo Shake, Shakes","Cozy Ambiance, Great Recommendations, Great Ambience, Polite Staff, Reasonable Prices, Presentation"
935,1578,RC Fresh Juice Bar & Food Point,"Burger, Fast Food, Beverages, Juices",300," Sector 7, Gurgaon",4.0,174,https://www.zomato.com/ncr/rc-fresh-juice-bar-food-point-sector-7,"Classic Chicken Shawarma, Crispy Momos, French Fries, Snacks","Not very Crowded, Cozy Ambiance, Bang for the Buck, Cute Little Place, Office Crowd, Great Recommendations"
936,1580,Aapki Apni  Rasoi,"North Indian, Rolls, Chinese",400," Sector 71, Noida",4.0,308,https://www.zomato.com/ncr/aapki-apni-rasoi-sector-71-noida,"Kadhai Paneer Thali, Veg Thaali, Butter Paneer Masala, Chilli Paneer, Cheesecake","Excellent Food Quality, Best Quality, Hygienic Food, Cute Packaging, Best Service, Food Presentation"
937,1581,Bhawna Food Corner,"North Indian, Chinese",400," Malviya Nagar, New Delhi",4.0,290,https://www.zomato.com/ncr/bhawna-food-corner-malviya-nagar-new-delhi,"Mixed Vegetables, Chicken Momo, Tawa Chicken, Mix Veg, Chilli Chicken, Naan","Great Location, Friendly Service, Cute Little Place, Pocket Friendly, Delivery Time, Portions"
938,1582,The Big Fuzen,"Chinese, North Indian, Fast Food, Rolls",400," Greater Kailash 3 (GK3), New Delhi",4.0,133,https://www.zomato.com/ncr/the-big-fuzen-greater-kailash-gk-3-new-delhi,"Kalimirch Chicken, Chicken Tangri Kebab, Egg Hakka Noodles, Chicken Fry, Rajma Rice, Chilli Potato","Good and Nice to Enjoy, Customizable Dishes, Delivery Services, Great Value, Delicious, Outdoor Seating"
939,1583,Kitchen Of Joy,"North Indian, Chinese, Kebab",500," Yusuf Sarai, New Delhi",4.0,127,https://www.zomato.com/ncr/kitchen-of-joy-yusuf-sarai-new-delhi,"Chicken Strip, Garlic Bread, Shakes, Pizza, Sandwiches, Burgers","Cozy Ambiance, Casual Seating Area, Pocket Friendly, Great Recommendations, Best Food, Prompt Service"
940,1584,Legend Cafe,"Italian, Fast Food",350," Gaur City 2, Greater Noida",4.0,153,https://www.zomato.com/ncr/legend-cafe-gaur-city-2-greater-noida,"Caramel Shake, Chicken Tikka Sandwich, Tomato Soup, Mixed Sauce Pasta, Maggi, Chocolate Shake","Not very Crowded, Value for Money, Pocket Friendly Prices, Casual Seating Area, Cozy Ambiance, Excellent Taste"
