,old_index,Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Website,Known_For2,Known_For22
69,125,Open Tap,"Bar Food, Oriental, Continental, Fast Food, North Indian, Beverages",1600," Sector 29, Gurgaon",4.5,1911,https://www.zomato.com/ncr/open-tap-sector-29,"Craft Beer, Brewed Beer, Dark Beer, Hot Wings, Beers, Mixed Sauce Pasta","Xbox, Good Bartenders, Rock Music, Rooftop Ambience, Roof Top, Good Offers"
70,126,Ricos,"Cafe, American, Italian, Mexican",900," Delhi University-GTB Nagar, New Delhi",4.5,6273,https://www.zomato.com/ncr/ricos-delhi-university-gtb-nagar-new-delhi,"Virgin Sangria Pitcher, Roller Coaster Shake, Waffle Sunday, Apple Pie Shake, Chicken Chips, Cottage Cheese Fingers","Chic Ambience, Bookshelf, Efficient Staff, Worth Waiting, Affordable, Warm Ambience"
71,129,Phonebooth Reloaded,"North Indian, Italian, Mexican, Continental",1300," Delhi University-GTB Nagar, New Delhi",4.5,1552,https://www.zomato.com/ncr/phonebooth-reloaded-delhi-university-gtb-nagar-new-delhi,"Basil Roll, Volcano Pizza, Iced Lemon Tea, Blueberry Mojito, Stroganoff, Changezi Chicken","Cozy Ambience, Gastronomical Experience, Comfortable Seating Area, New Menu, Beautiful Interiors, Fancy Crowd"
72,130,Kofuku,"Japanese, Asian, Sushi, Korean",1400," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",4.5,646,https://www.zomato.com/ncr/kofuku-khel-gaon-marg-new-delhi,"We are happy to announce the amelioration of delectable Japanese Sunday Brunch with a wide spread of authentic Japanese delicacies including Soups, Salads, Sushi, Appetisers, Main course &...Read More","Super Crunchy Roll, Kakuni Pork, Okonomiyaki, Spicy Edamame, Sushi Boat, Authentic Japanese Food"
73,131,Tama Brewery & World Kitchen,"Fast Food, Chinese, Mughlai, North Indian, Beverages",1500," Sector 16, Faridabad",4.5,1591,https://www.zomato.com/ncr/tama-brewery-world-kitchen-sector-16-faridabad,"Hefeweizen, Brewed Wheat Beer, Thai Spring Roll, Fried Chicken Wings, Iced Peach Tea, Blueberry Cheese Cake","Nice Foods and Great Service, Classy Ambience, Amazing Interiors, Huge Place, Live Band, Nice Interiors"
74,132,Theobroma,"Desserts, Bakery, Beverages",900," Connaught Place, New Delhi",4.5,913,https://www.zomato.com/ncr/theobroma-connaught-place-new-delhi,"Devils Mousse Cake, Opium Pastry, Millionaire Brownie, Cookie Brownie, Overload Brownie, Cake in a Jar","Fluffy Cakes, Goodie Baskets, Good Pricing, Coffee Date, Pretty Decor, Affordable"
75,133,Tonino,"Italian, Pizza, Pasta, Salad, Beverages",3500," MG Road, New Delhi",4.5,1516,https://www.zomato.com/ncr/tonino-mg-road-new-delhi,"Chocolate Lasagne, Calamari, Ravioli, Date Night, Risotto, Tiramisu","Romantic Setting, Sophisticated, Cozy Ambience, Live Band, Worth the Price, Outdoor Sitting"
76,136,Punjabi Angithi,"North Indian, Chinese, Rolls, Fast Food, Momos",400," Paschim Vihar, New Delhi",4.5,3125,https://www.zomato.com/ncr/punjabi-angithi-paschim-vihar-new-delhi,"Bhuna Chaap Masala, Paneer Tikka Tandoori, Paneer Kurkure, Tawa Tikka Masala, Handi Paneer, Butter Garlic Noodles","Very Good Food, Tasty Stuff, Serving Size, Relaxed Atmosphere, Comfortable Seating Area, Pure Veg"
77,140,Ji Memsaab - Indian Terrace Restaurant & Bar,"North Indian, Chinese, Mughlai, Continental, Asian, Italian, Beverages",1200," Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",4.5,466,https://www.zomato.com/ncr/ji-memsaab-indian-terrace-restaurant-bar-sector-49,"Paneer Tikka Pudina, Paneer Fritters, Tandoori Stuffed Mushroom, Dak Makhani, Rabri Faluda, Chicken 65","Everything was very Good, Rooftop Ambience, Themed Decor, Amazing Hospitality, Indoor Seating, Ambience was Super Cool"
78,141,Karnataka Food Centre,"South Indian, Beverages",450," R K Puram, New Delhi",4.5,1932,https://www.zomato.com/ncr/karnataka-food-centre-r-k-puram-new-delhi,"Plain Masala Dosa, Mysore Pak, Sweet Pan, Filtered Coffee, Rava Kesari, Potato Filling","Super Fast Service, Unlimited Refills, Office Crowd, Bang for the Buck, Elegantly Decorated, Parking Space"
79,144,Berco's,"Chinese, Thai, Asian, Beverages",900," Hajipur, Noida",4.5,2455,https://www.zomato.com/ncr/bercos-hajipur,"Shanghai Rice, Stir Fried Asian Greens, Black Pepper Paneer, Chilli Garlic Prawn, Chicken Honey, Spice Chicken","Excellent Hospitality, Great Host, Courteous Service, Warm Hospitality, Lovely Ambience, Employee"
80,146,Mr. Crust Bakers,"Bakery, Burger, Fast Food, Beverages",400," Vijay Nagar, New Delhi",4.5,1791,https://www.zomato.com/ncr/mr-crust-bakers-vijay-nagar-new-delhi,"Peach Pie, Veg Pattice, Fruit Pudding, Choco Chip Pastry, Makhani Pasta, Hazelnut Cold Coffee","Coffee Date, Reasonable Rates, Cleanliness, Friendly Place, Great Quality, Great Ambiance"
81,147,The China Kitchen,"Chinese, Desserts",4500," Hyatt Regency, Bhikaji Cama Place, New Delhi",4.5,621,https://www.zomato.com/ncr/the-china-kitchen-bhikaji-cama-place-new-delhi,"Peking Duck, Set Menu, Kung Pao Chicken, Dumplings, Dimsums, Soups","Impressive Decor, New Menu, Excellent Food, Main Course, Great Service, Courteous Staff"
82,149,Decode Air Bar,"Modern Indian, Bar Food, Sushi, Italian, Asian",1500," Sector 29, Gurgaon",4.5,1312,https://www.zomato.com/ncr/decode-air-bar-sector-29,"Pav Bhaji Cone, Beer Cocktail, Sauteed Vegetables, Chocolate Ball, Brewed Beer, Spicy Chicken","Staff Behaviour was Good, Bar Games, Live Cooking, Good Bartenders, Rooftop Ambience, Service is Great"
83,150,Giani's di Hatti,North Indian,150," Chandni Chowk, New Delhi",4.5,1329,https://www.zomato.com/ncr/gianis-di-hatti-chandni-chowk-new-delhi,"Rabri Falluda, Meethi Lassi, Chole Bhatoorey, Falooda, Fruit Cream, Rajma Chawal","Office Crowd, Elegantly Decorated, Inexpensive, Great Recommendations, Street Food, Prompt Service"
84,151,Uptown Fresh Beer Cafe,"Finger Food, North Indian, Italian, European, Continental, Kebab, Momos",1500," DLF Galleria, DLF Phase 4, Gurgaon",4.5,961,https://www.zomato.com/ncr/uptown-fresh-beer-cafe-dlf-phase-4,"Mozzarella Sticks, Wheat Beer, Lamb Chops, Beers, Pepperoni Pizza, Tiramisu","Live Sports Screening, Good Bartenders, Cozy Ambience, Friendly Service, Fancy Crowd, Light Music"
85,152,The Haven International Coffee House,"Cafe, Fast Food, Continental, Beverages, Desserts, Coffee",500," Sector 72, Noida",4.5,282,https://www.zomato.com/ncr/the-haven-international-coffee-house-1-sector-72-noida,"Chicken Club Sandwiches, Coffees, Hot Chocolate, Latte, White Sauce Pasta, Brownie","Romantic Seating, Intimate Seating, Free Wifi, Staff Behaviour, Live Music, Vibe"
86,153,Spago,Italian,2300," Kasbah, Greater Kailash (GK) 1, New Delhi",4.5,574,https://www.zomato.com/ncr/spago-greater-kailash-gk-1-new-delhi,"Pasta Verdure, Feta Apple Salad, Bread Platter, Garlic Bread with Cheese, Tiramisu, Risotto","Classy Interiors, Soothing Ambience, Classy Place, Comfortable Seating, Cozy, Beautiful Ambience"
87,156,Naivedyam,South Indian,500," Hauz Khas Village, New Delhi",4.5,2589,https://www.zomato.com/ncr/naivedyam-hauz-khas-village-new-delhi,"Kesari Bhath, Maharaja Dosa, Mysore Rava Masala Dosa, Dahi Idli, Rasam Papad, Ghee Roast Dosa","Authentic Ambience, Peaceful Environment, Soothing Ambience, Efficient Service, Peaceful Ambience, Pure Veg"
88,157,Friction The Drinkery,"Finger Food, North Indian, Continental, Thai, Italian, Chinese",1600," Sector 29, Gurgaon",4.5,1287,https://www.zomato.com/ncr/friction-the-drinkery-sector-29,"Shahi Paneer Platter, Almond Shake, Tadka Maggi, Moscow Mule, Liit Cocktail, Veg Quesadillas","Good Food and Good Ambience, Live Entertainment, Good Bartenders, Outdoor Area, Great View, Live Band"
89,158,Little Saigon,Vietnamese,1200," Hauz Khas, New Delhi",4.5,440,https://www.zomato.com/ncr/little-saigon-hauz-khas-new-delhi,"Banh Mi, Clear Broth, Vietnamese Coffee, Braised Pork, Pho, Ginger Chicken","Authenticity, Authentic Food, Chef, Owner, Flavour, Great Food"
90,159,Sugarama Patisserie,"Bakery, Desserts",300," Shahpur Jat, New Delhi",4.5,713,https://www.zomato.com/ncr/sugarama-patisserie-shahpur-jat-new-delhi,"Ferrero Rocher Pastry, Dulce De Leche, Triple Chocolate, Banana Bread, Macaroons, Mango Cheesecake","Pretty Decor, Art, Presentation, Cute Packaging, Portion, Great Place"
91,161,DJ's Pizza & Pasta,"Pizza, Italian, Fast Food, Pasta",500," Sector 56, Gurgaon",4.5,582,https://www.zomato.com/ncr/djs-pizza-pasta-1-sector-56,"Smoked Chicken Pasta, Paneer Tikka Pizza, Stuffed Garlic Bread, Pastas, Pizzas, Margherita Pizza","Dj, Fresh Ingredients, Quick Delivery, Great Value, Good Packaging, Prompt Service"
92,162,Farmer's Kitchen,"North Indian, Kebab, Mughlai, Biryani, Seafood, Beverages",700," DLF Phase 1, Gurgaon",4.5,556,https://www.zomato.com/ncr/farmers-kitchen-dlf-phase-1,"Lamb Seekh, Tandoori Mushrooms, Falafel, Mezze Platter, Kheer, Hummus","Good for Large Groups, Comfortable Seating Area, Cosy Place, Host, Fresh Ingredients, Owner"
93,163,Ice Pice,"Beverages, Ice Cream, Desserts",200," MGF Metropolis Mall, MG Road, Gurgaon",4.5,1076,https://www.zomato.com/icepice,"Mango Shakes, Snicker Shake, Ice Cream Sundae, Monster Shake, Strawberry Milkshake, Chocolate Milkshake","Elaborate Seating, Paper Straws, Fancy Crowd, Great Quality, Fast Service, Good Packaging"
94,164,Mad Batter,"Cafe, Italian, Continental, Tex-Mex, American",1000," Shopping Mall, DLF Phase 1, Gurgaon",4.5,578,https://www.zomato.com/ncr/mad-batter-dlf-phase-1,"Detox Smoothie, Tuna Sandwich, Succulent Chicken, Arabiata Pasta, Supreme Burger, Paneer Tikka Sandwich","Great for Birthdays, Soft Music, Packed on Weekends, Nice Packaging, Healthy Food, Family Crowd"
95,167,Diggin,"Continental, Cafe, Beverages, Desserts, Italian, Fast Food",1400," Chanakyapuri, New Delhi",4.4,3592,https://www.zomato.com/ncr/diggin-chanakyapuri-new-delhi,"Tuna Melt Sandwich, Veg Cannelloni, Chicken Crostini, Garden Burger, Lamb Lasagna, Apple Crumble Pie","Christmas Decor, Ambience is Beautiful, Menu Description, Romantic Place, Amazing Food and Experience, Pretty Cafe"
96,168,Boa Village,"Asian, Japanese, Korean, Chinese, Momos, Thai",2300," Civil Lines, New Delhi",4.4,2228,https://www.zomato.com/ncr/boa-village-civil-lines-new-delhi,"Chicken Tempura, Soya Nuggets, Banana Toffee, Bellini, Salmon Sushi, Tandoori Veg Platter","Kid Friendly, Good Bartenders, Classy Place, Rooftop Seating, Rooftop Ambience, Classy Ambience"
97,170,The G.T. Road,"North Indian, Mughlai, Street Food, Chinese, Mithai, Beverages",1400," Connaught Place, New Delhi",4.4,3471,https://www.zomato.com/ncr/the-g-t-road-connaught-place-new-delhi,"Vegetable Kofta Curry, Tamatar Ka Shorba, Gur Ice Cream, Punjabi Rajma, Rice Kheer, Pinni","Buffet Variety and Quality, Classy Interiors, Live Grill, Vintage Decor, Nice Theme, Dessert Menu"
98,171,MKT,"Oriental, Mexican, Continental, North Indian, Mughlai, Middle Eastern, Desserts, Beverages",3000," Chanakya Mall, Chanakyapuri, New Delhi",4.4,994,https://www.zomato.com/ncr/mkt-1-chanakyapuri-new-delhi,"Prawn Rolls, Grilled Chicken Steak, Guacamole, New York Cheesecake, Burrito, Ramen","Extensive Bar Menu, Variety of Veg Options, Fusion Dishes, Serving Staff, Good for Large Groups, Ample Seating Area"
99,182,Havemore,"North Indian, Mughlai, Beverages",2300," Pandara Road Market, New Delhi",4.4,2437,https://www.zomato.com/ncr/havemore-pandara-road-new-delhi,"Khasta Paratha, Butter Chicken and Naan, Soya Tikka Masala, Paneer Methi Malai, Makke Ki Roti, Masala Papad","Good for Large Groups, Family Restaurant, Family Place, Decent Ambience, Good Hospitality, Nice Staff"
100,185,Aslam Chicken,North Indian,300," Jama Masjid, New Delhi",4.4,2333,https://www.zomato.com/ncr/aslam-chicken-jama-masjid-new-delhi,"Buttery Chicken, Tangdi Chicken, Butter Fish, Firni, Chicken Kebab, Roomali Roti","Economical, Casual Seating Area, Cute Little Place, Pocket Friendly, Good Crowd, Cheap"
101,189,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,"North Indian, Mughlai, Desserts, Seafood, Kebab, Biryani",1500," Connaught Place, New Delhi",4.4,479,https://www.zomato.com/ncr/daryaganj-by-the-inventors-of-butter-chicken-and-dal-makhani-connaught-place-new-delhi,"Tandoori Fruit Chaat, Kurkure Mushroom, Butter Chicken and Naan, Chicken Pakora, Thandai, Ras Malai","Taste was Awesome, Music and Ambience, Cleanliness, Customizable Dishes, Family Crowd, Weekend Brunch"
102,191,Xero Degrees,"Cafe, Fast Food, Beverages, Desserts",750," Connaught Place, New Delhi",4.4,1876,https://www.zomato.com/ncr/xero-degrees-connaught-place-new-delhi,"Raspberry Cooler, Slider Burger, Chicken Peri Peri Fries, Red Velvet Milkshake, Chicken Slider, Fried Cheese","Music and Ambience, Couple Friendly, Affordable, Service is Great, Compact Place, Quiet"
103,194,Dhaba-  Estd 1986 Delhi,"Mughlai, Biryani, North Indian, Desserts, Beverages",2000," Aerocity, New Delhi",4.4,1950,https://www.zomato.com/ncr/dhaba-estd-1986-delhi-aerocity-new-delhi,"Mutton Balti, Lasooni Palak, Rara Gosht, Dal Dhaba, Daal Makhini, Mixed Vegetables","Best Indian Food in the City, Everthing is Perfect, Served Us Perfectly, Good Employee, Dhaba Feel, Great Food Great Service"
104,195,Cafe Uncover,"Cafe, North Indian, Chinese, Continental, Beverages",800," Sector 12, Dwarka, New Delhi",4.4,911,https://www.zomato.com/ncr/cafe-uncover-sector-12-dwarka-new-delhi,"Chilli Garlic Chowmein, Mac N Cheese, Chilly Potato, Cappuccino, Wings, Cheesecake","Tasty Food for Best Price, Ambience was Extremely Good, Good Service and Good Food, Ambiance and Music, Service is Great, Ambience was Super Cool"
105,201,Uncle's Sip & Bite,"Fast Food, Beverages",600," Prashant Vihar, New Delhi",4.4,1848,https://www.zomato.com/ncr/uncles-sip-bite-prashant-vihar-new-delhi,"Cheesy Puffy Garlic Bread, Nacho Salsa, Garlic Bread Mozzarella, Caramel Shake, Peri Fries, Dessert Counter","Charging Ports, Great for Birthdays, Economical, Pocket Friendly Place, Fancy Crowd, Cozy Place"
106,203,Black Bottle + Kitchen,"Finger Food, Italian, Continental, Beverages",1900," Sector 63, Noida",4.4,2227,https://www.zomato.com/ncr/black-bottle-kitchen-sector-63-noida,"Coktails, Biryani Ka Badshah, Jalapeno Cheese Balls, Liit Cocktail, Cigar Roll, Peri Fries","Flair Bartending, Pocket Friendly Options, Rooftop Lounge, Good Food and Good Quality, Fairly Priced Beers, Casual Dress Code"
107,204,Rustique,"Cafe, Bakery, Desserts, Italian, Beverages",1500," Essex Farms, Adchini, New Delhi",4.4,1304,https://www.zomato.com/ncr/rustique-adchini-new-delhi,"Nutella Pastry, Summer Salad, Cappuccino Coffee, Walnut Pie, Mocha Coffee, Orange Mojito","Romantic Place, Intimate Seating, Ambience is very Nice, Outdoor Seating Arrangement, Beautiful Cafe, Calm"
108,207,Soho Pizzeria,Pizza,1400," Saket, New Delhi",4.4,1253,https://www.zomato.com/ncr/soho-pizzeria-2-saket-new-delhi,"Banana Caramel Pancake, Nutella Pancakes, Iced Latte, Hazelnut Frappe, Berry Smoothie, English Breakfast","Ambience is very Nice, Sit and Read, Authentic, Beautiful Cafe, Seating Options, Pretty Place"
109,209,"C'est La Vie - Pizzas, Pastas & Burgers","Cafe, Pasta, Pizza, Continental, Beverages, Bakery, Desserts, Burger",1100," Sector 50, Gurgaon",4.4,849,https://www.zomato.com/ncr/cest-la-vie-pizzas-pastas-burgers-sector-50,"Flourless Fudge Cake, Eggs Benedict, Healthy Breakfast, Dessert Counter, Omelette, Pancakes","Cosy Ambience, Beautiful Cafe, Large Servings, Cozy, Breakfast, Good Options"
110,213,Indus Flavour,"North Indian, Chinese, Fast Food",900," Delhi University-GTB Nagar, New Delhi",4.4,2366,https://www.zomato.com/ncr/indus-flavour-delhi-university-gtb-nagar-new-delhi,"Rumali Masala Papad, Kadak Roomali, Paneer Makhmali, Kurkure Mushroom, Fondue, Matar Mushroom","Ambience is very Nice, Complimentary Drinks, Affordable, Good for Large Groups, Pure Veg, Gastronomical Experience"
111,214,Paparizza-Woodfired Pizzas,"Pizza, Italian, Fast Food, BBQ, Salad, Desserts, Beverages",500," Delhi University-GTB Nagar, New Delhi",4.4,4403,https://www.zomato.com/ncr/paparizza-woodfired-pizzas-delhi-university-gtb-nagar-new-delhi,"Lasagna Palermo, Tex Mex Pizza, Mushroom Calzone, Pizza Calzone, Apple Pie Shake, Garlic Bread Mozzarella","The Staff is Friendly, Prices are very Genuine, Best Quality Food and Service, The Food was Worth the Price, Great Food and Service, Good for Large Groups"
112,217,Ottimo At West View - ITC Maurya,"European, Italian",6600," ITC Maurya, Chanakyapuri, New Delhi",4.4,398,https://www.zomato.com/ncr/ottimo-at-west-view-itc-maurya-chanakyapuri-new-delhi,"Exotic Salad, Risotto, Salmon, Sunday Brunch, Tiramisu, Lamb","Sophisticated, Live Grill, Attentive Service, Worth the Price, View, Live Music"
113,218,Town Hall,"Japanese, Thai, Italian, Asian, Pizza, European",2500," Khan Market, New Delhi",4.4,1828,https://www.zomato.com/ncr/town-hall-khan-market-new-delhi,"Spicy Edamame, Rock Shrimp Tempura, Non Veg Mezze Platter, Sushi Rolls, Jasmine Rice, Sangria","Roof Top, Great Vibe, Seating Options, Sheesha, Courteous Service, Lovely Ambience"
114,222,La Piazza - Hyatt Regency,"Italian, Salad, Fast Food, Beverages",4500," Hyatt Regency, Bhikaji Cama Place, New Delhi",4.4,695,https://www.zomato.com/ncr/la-piazza-hyatt-regency-bhikaji-cama-place-delhi,"La Piazza Pizza, Mushroom Salad, Risotto, Tiramisu, Ravioli, Pepperoni Pizza","Classy Interiors, Sophisticated, Live Kitchen, Worth the Price, New Menu, Food Menu"
115,223,Zambar,"South Indian, Seafood, Kerala, Beverages",600," Ambience Mall, DLF Phase 3, Gurgaon",4.4,2141,https://www.zomato.com/ncr/zambar-1-dlf-phase-3,"Prawn Platter, Seafood Thali, Kerala Fish Fry, Chicken Dosa, Chicken Chettinadu, Mutton Sukka","New Look, Good Food Service, Gastronomical Experience, Excellent Staff, Comfortable Seating Area, Great Decor"
116,225,Cantino,"North Indian, Chinese, Pasta, Pizza",850," Delhi University-GTB Nagar, New Delhi",4.4,1468,https://www.zomato.com/ncr/cantino-delhi-university-gtb-nagar-new-delhi,"Mushroom Tai Chi, Molten Chocolate Shake, Dessert Counter, Soya Tikka, Skewers, Chicken Drumsticks","Music and Ambience, Live Music Performance, Couple Friendly, Live Singing, Singer, Happy Place"
117,227,The Pavilion - ITC Maurya,"North Indian, South Indian, Italian, Chinese, Fast Food",4800," ITC Maurya, Chanakyapuri, New Delhi",4.4,769,https://www.zomato.com/ncr/the-pavilion-itc-maurya-chanakyapuri-new-delhi,"Dinner Buffet, Cappuccino, Salads, Deserts, Fish, Starters","Luxury, Worth the Price, Breakfast, Great Ambiance, Hospitality, Atmosphere"
118,228,Orient Express - Taj Palace,European,8000," Taj Palace, Chanakyapuri, New Delhi",4.4,284,https://www.zomato.com/ncr/orient-express-taj-palace-chanakyapuri-new-delhi,"Get a complimentary night, earn up to 50% of spends as points at 250+ restaurants & much more. Know more",A romantic fine dining experience and varied European delicacies
119,229,Folks,"North Indian, Chinese, Continental, Bar Food, Beverages",1800," Sector 16, Faridabad",4.4,855,https://www.zomato.com/ncr/folks-sector-16-faridabad,"Amritsari Kukkad, Guava Mocktail, Brewed Beer, Wheat Beer, Death by Chocolate, Falafel","Live Entertainment, Good Bartenders, Huge Place, Perfect Ambience, Nice Music, Live Music"
120,232,Smoke House Deli,"Italian, Continental, Fast Food, Desserts, Beverages",1400," DLF Avenue, Saket, New Delhi",4.4,1797,https://www.zomato.com/SmokeHouseDeli-Saket,"Ricotta Ravioli, Bagels, Rocher Shake, Peri Chicken, Risotto, Steak","Classy Interiors, Pretty Place, Breakfast Menu, Healthy Options, Peaceful Place, Attentive Staff"
121,233,Roots - Cafe In The Park,"North Indian, Street Food, Desserts",750," Sector 29, Gurgaon",4.4,2759,https://www.zomato.com/ncr/roots-cafe-in-the-park-sector-29,"Railway Masala Omelette Sandwich, Wai Wai Bhel, Moong Dal Chila, French Press Coffee, Mushroom Toast, Modinagar Shikanji","Natural Ambience, Good Food and Good Quality, Breakfast Options, Healthy Food Options, Cozy Ambience, Peaceful Place"
